,survey_timestamp,recommend_rating,what_motivated,what_helpful,what_change,how_often,how_often_other,days_week,times_day,future_topics,referral_source,host_name,session_date,session_name,record_id,response_id,session_id,as often as offered,every month,every six months,every three months,every two months,not interested,often_other,Mon,Tue,Wed,Thu,Fri,Sat,Sun,afternoon,evening,lunch,morning,cobalt,email,friend/colleague,hr,limeaid,referral_other,pm report,poster/flyer,wellfocused,resp_concat_text,resp_concat_text_wc
10,2023-07-14 11:34:00,10.0,loss of a friend from suicide in my home,didnt realize if was more maternal loss,all good,every month,,"monday,,tuesday,,thursday,,friday",lunch,broader topics,limeaid,erica,2023-07-13,coping with grief and loss,10,2,2,False,True,False,False,False,False,False,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,20
11,2023-07-14 11:35:00,7.0,i am trying to with grief,that my feelings are valid,not that would. it just seemed impersonal.,every three months,,wednesday,afternoon,,"wellfocused, other",erica,2023-07-13,coping with grief and loss,11,3,2,False,False,False,True,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,18
12,2023-07-14 11:40:00,10.0,loss of spouse 12/22,"understanding the different stages, emotions, etc",opportunity for brief sharing,every three months,,friday,lunch,,other,erica,2023-07-13,coping with grief and loss,12,4,2,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",14
13,2023-07-14 11:41:00,5.0,"the recent death of my son on june 20, 29023",yes,nothing,other,i all depends on the topic,"all,days",lunch,,pm report,erica,2023-07-13,coping with grief and loss,13,5,2,False,False,False,False,False,False,True,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"the recent death of my son on june 20, 29023 yes nothing",12
14,2023-07-14 11:46:00,8.0,history of chronic acute loss x 6,good primer for those seeking iniation of processing grief,none,every month,,"tuesday,,wednesday,,thursday","lunch,,afternoon","burn out, life stransitions",other,erica,2023-07-13,coping with grief and loss,14,6,2,False,True,False,False,False,False,False,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",21
15,2023-07-14 11:46:00,0.0,experiencing grief,nothing,did not receive link after sugning up,,,,,,,erica,2023-07-13,coping with grief and loss,15,7,2,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,experiencing grief nothing did not receive link after sugning up,10
16,2023-07-14 11:59:00,6.0,i am grieving,the post loss,longer,every three months,,"monday,,tuesday,,thursday",lunch,stress,pm report,erica,2023-07-13,coping with grief and loss,16,8,2,False,False,False,True,False,False,False,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,i am grieving the post loss longer stress,8
17,2023-07-14 12:04:00,6.0,to learn about grief,steps of grief,,every month,,"thursday,,friday",lunch,,limeaid,erica,2023-07-13,coping with grief and loss,17,9,2,False,True,False,False,False,False,False,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,to learn about grief steps of grief,7
18,2023-07-14 12:12:00,9.0,experiencing my own grief,time heals all wounds,nothing,every month,,tuesday,monring,,wellfocused,erica,2023-07-13,coping with grief and loss,18,10,2,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,experiencing my own grief time heals all wounds nothing,9
19,2023-07-14 12:35:00,2.0,"to see if i could learn anything new, find out what others were learning",instructor seemed very sincere,maybe mention the target population more clearly,not interested,,,,,wellfocused,erica,2023-07-13,coping with grief and loss,19,11,2,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"to see if i could learn anything new, find out what others were learning instructor seemed very sincere maybe mention the target population more clearly",25
20,2023-07-14 12:41:00,10.0,the title,every second,nothing,every month,,wednesday,morning,,limeaid,erica,2023-07-13,coping with grief and loss,20,12,2,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,the title every second nothing,5
21,2023-07-14 12:56:00,,loss of parents,i could not attend,,every two months,,"monday,,wednesday,,friday",afternoon,,limeaid,erica,2023-07-13,coping with grief and loss,21,13,2,False,False,False,False,True,False,False,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,loss of parents i could not attend,7
22,2023-07-14 13:04:00,2.0,lost my best friend of 33 years on 7/4/23,,presenter needs to sit still,every month,,"all,days",lunch,,pm report,erica,2023-07-13,coping with grief and loss,22,14,2,False,True,False,False,False,False,False,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,lost my best friend of 33 years on 7/4/23  presenter needs to sit still,14
23,2023-07-14 13:09:00,10.0,self help,the entire session. it was very informative and interesting,it should be longer,every month,,"monday,,friday","lunch,,afternoon",,"wellfocused, limeaid",erica,2023-07-13,coping with grief and loss,23,15,2,False,True,False,False,False,False,False,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,self help the entire session. it was very informative and interesting it should be longer,15
24,2023-07-14 13:44:00,8.0,recent tragedy in my life,gave a framework for understanding what i'm going through.,nothing needs to change,every two months,,"all,days","morning,,lunch",i don't have specific suggestions. thank you for hosting this session.,pm report,erica,2023-07-13,coping with grief and loss,24,16,2,False,False,False,False,True,False,False,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,recent tragedy in my life gave a framework for understanding what i'm going through. nothing needs to change i don't have specific suggestions. thank you for hosting this session.,29
25,2023-07-14 13:44:00,10.0,personal grief,reminder that other people are struggling with grief,,every two months,,thursday,afternoon,,pm report,erica,2023-07-13,coping with grief and loss,25,17,2,False,False,False,False,True,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,personal grief reminder that other people are struggling with grief,10
26,2023-07-14 15:14:00,10.0,event resonated with me,taught me about grief and what to expect,wouldn't change anything,every month,,friday,lunch,,pm report,erica,2023-07-13,coping with grief and loss,26,18,2,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,event resonated with me taught me about grief and what to expect wouldn't change anything,15
27,2023-07-14 15:14:00,10.0,i have had two very close deaths within the past 6 weeks,the facilitator provided additional information beyond the 5 stages of grief. also placed emphasis of processing grief to not last beyond a 12 month time period. the facilitator did note the time frame is different for everyone as to how long thy grieve...,someone does understand the pain of death and yet there is hope during our saddness.,every month,,wednesday,"morning,,lunch",how to effectively handle change? how to retain optimism in the current world we live in?,pm report,erica,2023-07-13,coping with grief and loss,27,19,2,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,i have had two very close deaths within the past 6 weeks the facilitator provided additional information beyond the 5 stages of grief. also placed emphasis of processing grief to not last beyond a 12 month time period. the facilitator did note the time frame is different for everyone as to how long thy grieve... someone does understand the pain of death and yet there is hope during our saddness. how to effectively handle change? how to retain optimism in the current world we live in?,86
28,2023-07-14 19:05:00,10.0,i have lost some dear ones in the recent past so wanted to see if i'm doing okay,just going through things and familiarity with the process,,every two months,,"thursday,,friday","afternoon,,evening",,wellfocused,erica,2023-07-13,coping with grief and loss,28,20,2,False,False,False,False,True,False,False,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,i have lost some dear ones in the recent past so wanted to see if i'm doing okay just going through things and familiarity with the process,27
29,2023-07-17 06:43:00,5.0,interest,,,every two months,,"monday,,thursday",morning,,"wellfocused, limeaid",erica,2023-07-13,coping with grief and loss,29,21,2,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,interest,1
30,2023-07-17 07:13:00,9.0,the topic,improved understanding of grief,,every two months,,"monday,,thursday",lunch,,limeaid,erica,2023-07-13,coping with grief and loss,30,22,2,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,the topic improved understanding of grief,6
31,2023-07-17 08:08:00,10.0,my parents both passed in the last year. still struggling some days.,acceptance that it is ok to still be grieving.,"a little longer with more detail. most of what was shared was info i have read in articles. i was hoping to have more depth to reflect and look inward so i can find 'closure', or acceptance on some level.",every month,,"tuesday,,wednesday,,thursday","lunch,,afternoon",,pm report,erica,2023-07-13,coping with grief and loss,31,23,2,False,True,False,False,False,False,False,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"my parents both passed in the last year. still struggling some days. acceptance that it is ok to still be grieving. a little longer with more detail. most of what was shared was info i have read in articles. i was hoping to have more depth to reflect and look inward so i can find 'closure', or acceptance on some level.",61
32,2023-07-17 09:33:00,8.0,recent loss,symptom review,would like copy of slides,every three months,,monday,"morning,,lunch",,pm report,erica,2023-07-13,coping with grief and loss,32,24,2,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,recent loss symptom review would like copy of slides,9
33,2023-07-17 10:27:00,7.0,loss of my father,tips provided,,every six months,,wednesday,"morning,,lunch",,wellfocused,erica,2023-07-13,coping with grief and loss,33,25,2,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,loss of my father tips provided,6
34,2023-07-19 13:05:00,10.0,very motivated,the examples on tips to combat the barriers i experience.,,every month,,"monday,,wednesday,,friday","morning,,lunch",open to learning more,"wellfocused, limeaid",erica,2023-07-17,strategies for stress reduction (part 1),34,0,3,False,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,very motivated the examples on tips to combat the barriers i experience.  open to learning more,16
35,2023-07-19 13:09:00,10.0,managing stress has always presented a challenge for me.,strategies that were presented are simple and easy to employ.,nothing. it was very helpful & informative.,every month,,"monday,,wednesday",lunch,"mindfulness, time management.","pm report, limeaid",erica,2023-07-17,strategies for stress reduction (part 1),35,1,3,False,True,False,False,False,False,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"managing stress has always presented a challenge for me. strategies that were presented are simple and easy to employ. nothing. it was very helpful & informative. mindfulness, time management.",29
36,2023-07-19 13:58:00,9.0,"the more strategies i have to combat stress, the better",group discussion,,every month,,"monday,,wednesday,,friday","morning,,lunch,,afternoon",,"pm report, wellfocused, limeaid",erica,2023-07-17,strategies for stress reduction (part 1),36,2,3,False,True,False,False,False,False,False,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,"the more strategies i have to combat stress, the better group discussion",12
37,2023-08-09 11:36:00,8.0,finding ways not to stress about unfinished business at the end of the work day,finding ways not to stress about unfinished business at the end of the work day,,every month,,"monday,,tuesday,",lunch,stress/mental health/nutrition/alternative medicine,"wellfocused, email",erica,2023-08-08,finding work_life balance,37,0,4,False,True,False,False,False,False,False,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,finding ways not to stress about unfinished business at the end of the work day finding ways not to stress about unfinished business at the end of the work day  stress/mental health/nutrition/alternative medicine,33
38,2023-08-09 11:43:00,9.0,topic relevant,topic relevant,,every month,,"monday,,tuesday,,wednesay,,thursday","monring,,lunch,,afternoon,",,"pm report, wellfocused",erica,2023-08-08,finding work_life balance,38,1,4,False,True,False,False,False,False,False,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,topic relevant topic relevant,4
39,2023-08-09 11:57:00,7.0,subject,subject,audience participation (not sure they would),every month,,"tuesday,,thursday","morning,,lunch",stress management,"pm report, wellfocused, limeaid",erica,2023-08-08,finding work_life balance,39,2,4,False,True,False,False,False,False,False,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,subject subject audience participation (not sure they would) stress management,10
40,2023-08-09 12:08:00,10.0,cobalt suggested based on needs assessement,cobalt suggested based on needs assessement,nothing,every three months,,"monday,,wednesday,,friday",lunch,"exercise, nutrition and mental health","wellfocused, limeaid",erica,2023-08-08,finding work_life balance,40,3,4,False,False,False,True,False,False,False,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"cobalt suggested based on needs assessement cobalt suggested based on needs assessement nothing exercise, nutrition and mental health",18
41,2023-08-09 12:10:00,6.0,,,,other,when time permits,,lunch,,wellfocused,erica,2023-08-08,finding work_life balance,41,4,4,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0
42,2023-08-09 12:49:00,9.0,i feel like i don't have time to relax,i feel like i don't have time to relax,longer with more information,every month,,"monday,,friday",afternoon,,limeaid,erica,2023-08-08,finding work_life balance,42,5,4,False,True,False,False,False,False,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,i feel like i don't have time to relax i feel like i don't have time to relax longer with more information,22
43,2023-08-09 15:30:00,6.0,my personal life and recognition for need for mindfulness and balance,my personal life and recognition for need for mindfulness and balance,using mindfulness daily,every three months,,tuesday,lunch,,pm report,erica,2023-08-08,finding work_life balance,43,6,4,False,False,False,True,False,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,my personal life and recognition for need for mindfulness and balance my personal life and recognition for need for mindfulness and balance using mindfulness daily,25
44,2023-08-18 11:35:00,,,,,every month,,"tuesday,,wednesday,,thursday",lunch,,wellfocused calendar,erica,2023-08-17,strategies for stress reduction (part 2),44,0,5,False,True,False,False,False,False,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0
45,2023-08-18 13:20:00,7.0,stress mgmt,setting aside time to relax,nothing,every month,,"monday,,tuesday",lunch,,limeaid,erica,2023-08-17,strategies for stress reduction (part 2),45,1,5,False,True,False,False,False,False,False,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,stress mgmt setting aside time to relax nothing,8
46,2023-08-18 13:36:00,5.0,personal growth,savoring,,every month,,"monday,,tuesday,,wednesday,,thursday,,friday",,,email,erica,2023-08-17,strategies for stress reduction (part 2),46,2,5,False,True,False,False,False,False,False,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,personal growth savoring,3
47,2023-08-18 14:03:00,9.0,good information,strategies to help,,every month,,,"morning,,lunch,,afternoon",strategies for saying no without the guilt!,"pm report, wellfocused calendar",erica,2023-08-17,strategies for stress reduction (part 2),47,3,5,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,good information strategies to help  strategies for saying no without the guilt!,12
48,2023-08-23 11:32:00,9.0,current pregnancy,appreciated the recommendations for resources available,needed more time,not interested,,"monday,,tuesday,,wednesday,,thursday","lunch,,afternoon",,pm report,erica,2023-08-22,preparing for the post-partum period and maternity leave,48,0,6,False,False,False,False,False,True,False,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,current pregnancy appreciated the recommendations for resources available needed more time,11
49,2023-08-23 11:33:00,3.0,i am 8 months pregant,it was just ok,"make in longer, no so general",every two months,,"monday,,tuesday,,wednesday,,thursday,,friday",lunch,"parenting, communicating effectively",pm report,erica,2023-08-22,preparing for the post-partum period and maternity leave,49,1,6,False,False,False,False,True,False,False,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"i am 8 months pregant it was just ok make in longer, no so general parenting, communicating effectively",18
50,2023-08-23 11:49:00,9.0,i am birthing mom,whole session,nothing,every month,,"tuesday,,friday",evening,,pm report,erica,2023-08-22,preparing for the post-partum period and maternity leave,50,2,6,False,True,False,False,False,False,False,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,i am birthing mom whole session nothing,7
51,2023-08-23 11:56:00,9.0,expecting,future resources,make it clear what type of questions would be answered.,every three months,,wednesday,lunch,,friend/colleague,erica,2023-08-22,preparing for the post-partum period and maternity leave,51,3,6,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,expecting future resources make it clear what type of questions would be answered.,13
52,2023-08-23 12:02:00,10.0,i'm expecting,the resources and material,duration. should be at least 45 minutes.,every month,,"monday,,tuesday,,wednesday,,thursday","lunch,,afternoon",,"wellfocused calendar, limeaid",erica,2023-08-22,preparing for the post-partum period and maternity leave,52,4,6,False,True,False,False,False,False,False,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,i'm expecting the resources and material duration. should be at least 45 minutes.,13
53,2023-08-23 13:54:00,9.0,need for support with post partum and returning to work,strategies when it comes to asking for help and taking things step by step.,more q & a time,every month,,"tuesday,,wednesday,,thursday,,friday","lunch,,afternoon,,evening",resources for employees that may only apply pre or post pregnancy,wellfocused calendar,erica,2023-08-22,preparing for the post-partum period and maternity leave,53,5,6,False,True,False,False,False,False,False,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,40
54,2023-08-24 09:12:00,7.0,expecting first baby,a mental health professional being there,offering free counseling,every month,,"wednesday,,friday","afternoon,,evening",,"pm report, wellfocused calendar, limeaid",erica,2023-08-22,preparing for the post-partum period and maternity leave,54,6,6,False,True,False,False,False,False,False,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,expecting first baby a mental health professional being there offering free counseling,12
55,2023-08-24 10:11:00,8.0,to learn about support resources,q&a,,every month,,wednesday,"lunch,,afternoon",mental health,pm report,erica,2023-08-22,preparing for the post-partum period and maternity leave,55,7,6,False,True,False,False,False,False,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,to learn about support resources q&a  mental health,8
56,2023-10-06 14:53:00,7.0,this topic is relevant and important to me as i'll be going out for my fourth maternity leave shortly. i'm interested in any resources related to this topic as i don't feel that new parents are strongly supported during their return back to work.,it was helpful to identify strategies to use during this time period.,,every two months,,"tuesday,,wednesday,,thursday","lunch,,afternoon",p,pm report,erica,2023-08-22,preparing for the post-partum period and maternity leave,56,8,6,False,False,False,False,True,False,False,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,this topic is relevant and important to me as i'll be going out for my fourth maternity leave shortly. i'm interested in any resources related to this topic as i don't feel that new parents are strongly supported during their return back to work. it was helpful to identify strategies to use during this time period.  p,57
57,2023-09-14 11:32:00,7.0,,,,every month,,"all,days",lunch,,limeaid,erica,2023-09-13,getting better sleep,57,0,7,False,True,False,False,False,False,False,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,0
58,2023-09-14 11:34:00,10.0,intermittent sleep issues,breathing exercise & strategies for better sleep,no changes,every month,,"tuesday,,wednesday,,thursday",lunch,stress reduction; mindfulness; time management,"pm report, wellfocused",erica,2023-09-13,getting better sleep,58,1,7,False,True,False,False,False,False,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,intermittent sleep issues breathing exercise & strategies for better sleep no changes stress reduction; mindfulness; time management,17
59,2023-09-14 11:37:00,10.0,currently only sleeping 4-6 hours a night,all the recommendations - especially no caffeine after 12p,nothing,every month,,"all,days",lunch,new weight loss programs and medications,"wellfocused, limeaid",erica,2023-09-13,getting better sleep,59,2,7,False,True,False,False,False,False,False,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,currently only sleeping 4-6 hours a night all the recommendations - especially no caffeine after 12p nothing new weight loss programs and medications,23
60,2023-09-14 11:41:00,7.0,trouble sleeping,steps to help you sleep,,every two months,,"monday,,friday",morning,,wellfocused,erica,2023-09-13,getting better sleep,60,3,7,False,False,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,trouble sleeping steps to help you sleep,7
61,2023-09-14 11:47:00,10.0,sleep,way to health,no,,,thursday,afternoon,,limeaid,erica,2023-09-13,getting better sleep,61,4,7,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,sleep way to health no,5
62,2023-09-14 12:07:00,8.0,i consistently have a hard time falling asleep,relaxation tips were very helpful,nothing,every month,,wednesday,lunch,,"wellfocused, limeaid",erica,2023-09-13,getting better sleep,62,5,7,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,i consistently have a hard time falling asleep relaxation tips were very helpful nothing,14
63,2023-09-14 12:10:00,10.0,insomnia,the deep breathing technique,nothing,every six months,,wednesday,afternoon,,wellfocused,erica,2023-09-13,getting better sleep,63,6,7,False,False,True,False,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,insomnia the deep breathing technique nothing,6
64,2023-09-14 12:56:00,5.0,get healthy sleeping habits,all was good to know,none,every six months,,"tuesday,,thursday,,friday",afternoon,,wellfocused,erica,2023-09-13,getting better sleep,64,7,7,False,False,True,False,False,False,False,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,get healthy sleeping habits all was good to know none,10
65,2023-09-14 15:14:00,10.0,recent sleep issues,tips provided,,every month,,friday,lunch,weight loss after 50,limeaid,erica,2023-09-13,getting better sleep,65,8,7,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,recent sleep issues tips provided  weight loss after 50,9
66,2023-09-18 07:34:00,7.0,difficulty sleeping,get out of bed and worry time,,every two months,,friday,lunch,,wellfocused,erica,2023-09-13,getting better sleep,66,9,7,False,False,False,False,True,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,difficulty sleeping get out of bed and worry time,9
67,2023-09-29 15:55:00,7.0,the title suggested presented to me that i would learn better ways to use my time and energy.,,i dont know how tactical it was for me -- maybe it was too broad? not sure.,every month,,"monday,,tuesday,,friday",lunch,something to the effect of how to keep motivated when it feels others around you are pulling their weight.,wellfocused,erica,2023-09-27,managing your energy at work,67,0,8,False,True,False,False,False,False,False,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,the title suggested presented to me that i would learn better ways to use my time and energy.  i dont know how tactical it was for me -- maybe it was too broad? not sure. something to the effect of how to keep motivated when it feels others around you are pulling their weight.,54
68,2023-09-29 16:03:00,10.0,the topic was pertinent to my current situation,the suggestion of doing more of what matters to me as a way of feeling connected and increasing my mood,maybe make it more interactive,every month,,"monday,,friday",lunch,managing interpersonal stressors at work with colleagues and supervisors,pm report,erica,2023-09-27,managing your energy at work,68,1,8,False,True,False,False,False,False,False,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,the topic was pertinent to my current situation the suggestion of doing more of what matters to me as a way of feeling connected and increasing my mood maybe make it more interactive managing interpersonal stressors at work with colleagues and supervisors,42
69,2023-10-10 11:52:00,7.0,better communication,tips for different mindset,,every six months,,,"morning,,lunch",,pm report,erica,2023-10-09,improving our relationships,69,0,9,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,better communication tips for different mindset,6
70,2023-10-10 12:01:00,7.0,the topic,just thinking about different relationships in my life and communicating with them,n/a!,every two months,,"tuesday,,thursday","morning,,lunch",,wellcoused,erica,2023-10-09,improving our relationships,70,1,9,False,False,False,False,True,False,False,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,the topic just thinking about different relationships in my life and communicating with them n/a!,15
