,survey_timestamp,recommend_rating,what_motivated,what_helpful,what_change,how_often,how_often_other,days_week,times_day,future_topics,referral_source,host_name,session_date,session_name,record_id_orig,response_id_orig,session_id_orig,as often as offered,every month,every six months,every three months,every two months,not interested,often_other,Mon,Tue,Wed,Thu,Fri,Sat,Sun,afternoon,evening,lunch,morning,cobalt,email,friend/colleague,hr,limeaid,referral_other,pm report,poster/flyer,wellfocused,resp_concat_text,resp_concat_text_wc,learn_skills_rating,use_skills_rating,cope_wellbeng_rating,satisfied_session_rating,host_id,session_id,response_id,record_id
10,2023-07-10 09:58:51,9.0,the content was interesting and could be applicable to my life.,,,every month,,"wednesday,,thursday,,friday","morning,,lunch,,afternoon",,wellfocused calendar,erica,2023-07-06,improving the relationship with yourself,6,2,1,False,True,False,False,False,False,False,0,0,1,1,1,0,0,1,0,1,1,0.0,0,0,0.0,0,0,0,0.0,1,the content was interesting and could be applicable to my life.,11,,,,,0,3,2,10
11,2023-07-10 10:26:42,10.0,the value of the subject matter to my work,"excellent presentation, warm and real presenter","more time dedicated to written exercise (said ""5 min"" but it had to have been much less)",every month,,"monday,,wednesday,,friday",lunch,this topic interests me greatly,pm report,erica,2023-07-06,improving the relationship with yourself,7,3,1,False,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,"the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",37,,,,,0,3,3,11
12,2023-07-07 11:39:00,,i've been feeling depressed.,"the message ""don't be so hard on myself!""",longer time,,,monday,lunch,relationship with partner,wellfocused,lily,2023-07-06,recovering from family conflict,4,0,2,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,,1,"i've been feeling depressed. the message ""don't be so hard on myself!"" longer time relationship with partner",17,3.0,7.0,3.0,4.0,1,4,0,12
13,2023-07-10 10:41:00,,have to deal with isssues with my parents,,,,,"tuesday,,wednesday,,thursday,,friday",all,,pm report,lily,2023-07-06,recovering from family conflict,5,1,2,,,,,,,,0,1,1,1,1,0,0,1,1,1,1,,0,0,,0,0,1,,0,have to deal with isssues with my parents,8,3.0,5.0,4.0,4.0,1,4,1,13
14,2023-07-14 11:32:00,10.0,i am a hospice nurse,how important compassion can be,group participation,every month,,tuesday,morning,how to remain positive,pm report,erica,2023-07-13,coping with grief and loss,8,0,2,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,1,0.0,0,i am a hospice nurse how important compassion can be group participation how to remain positive,16,,,,,0,5,0,14
15,2023-07-14 11:32:00,9.0,divorce,learning about grief,needed to be an hour,every month,,"tuesday,,wednesday,,thursday",lunch,"moving on after a loss, coping.",pm report,erica,2023-07-13,coping with grief and loss,9,1,2,False,True,False,False,False,False,False,0,1,1,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,"divorce learning about grief needed to be an hour moving on after a loss, coping.",15,,,,,0,5,1,15
16,2023-07-14 11:34:00,10.0,loss of a friend from suicide in my home,didnt realize if was more maternal loss,all good,every month,,"monday,,tuesday,,thursday,,friday",lunch,broader topics,limeaid,erica,2023-07-13,coping with grief and loss,10,2,2,False,True,False,False,False,False,False,1,1,0,1,1,0,0,0,0,1,0,0.0,0,0,0.0,1,0,0,0.0,0,loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,20,,,,,0,5,2,16
17,2023-07-14 11:35:00,7.0,i am trying to with grief,that my feelings are valid,not that would. it just seemed impersonal.,every three months,,wednesday,afternoon,,"wellfocused, other",erica,2023-07-13,coping with grief and loss,11,3,2,False,False,False,True,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,1,0,0.0,1,i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,18,,,,,0,5,3,17
18,2023-07-14 11:40:00,10.0,loss of spouse 12/22,"understanding the different stages, emotions, etc",opportunity for brief sharing,every three months,,friday,lunch,,other,erica,2023-07-13,coping with grief and loss,12,4,2,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0,1,0,0.0,0,"loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",14,,,,,0,5,4,18
19,2023-07-14 11:41:00,5.0,"the recent death of my son on june 20, 29023",yes,nothing,other,i all depends on the topic,"all,days",lunch,,pm report,erica,2023-07-13,coping with grief and loss,13,5,2,False,False,False,False,False,False,True,1,1,1,1,1,1,1,0,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,"the recent death of my son on june 20, 29023 yes nothing",12,,,,,0,5,5,19
20,2023-07-14 11:46:00,8.0,history of chronic acute loss x 6,good primer for those seeking iniation of processing grief,none,every month,,"tuesday,,wednesday,,thursday","lunch,,afternoon","burn out, life stransitions",other,erica,2023-07-13,coping with grief and loss,14,6,2,False,True,False,False,False,False,False,0,1,1,1,0,0,0,1,0,1,0,0.0,0,0,0.0,0,1,0,0.0,0,"history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",21,,,,,0,5,6,20
21,2023-07-14 11:46:00,0.0,experiencing grief,nothing,did not receive link after sugning up,,,,,,,erica,2023-07-13,coping with grief and loss,15,7,2,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,experiencing grief nothing did not receive link after sugning up,10,,,,,0,5,7,21
22,2023-07-14 11:59:00,6.0,i am grieving,the post loss,longer,every three months,,"monday,,tuesday,,thursday",lunch,stress,pm report,erica,2023-07-13,coping with grief and loss,16,8,2,False,False,False,True,False,False,False,1,1,0,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,i am grieving the post loss longer stress,8,,,,,0,5,8,22
23,2023-07-14 12:04:00,6.0,to learn about grief,steps of grief,,every month,,"thursday,,friday",lunch,,limeaid,erica,2023-07-13,coping with grief and loss,17,9,2,False,True,False,False,False,False,False,0,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0.0,1,0,0,0.0,0,to learn about grief steps of grief,7,,,,,0,5,9,23
24,2023-07-14 12:12:00,9.0,experiencing my own grief,time heals all wounds,nothing,every month,,tuesday,monring,,wellfocused,erica,2023-07-13,coping with grief and loss,18,10,2,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,experiencing my own grief time heals all wounds nothing,9,,,,,0,5,10,24
25,2023-07-14 12:35:00,2.0,"to see if i could learn anything new, find out what others were learning",instructor seemed very sincere,maybe mention the target population more clearly,not interested,,,,,wellfocused,erica,2023-07-13,coping with grief and loss,19,11,2,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,"to see if i could learn anything new, find out what others were learning instructor seemed very sincere maybe mention the target population more clearly",25,,,,,0,5,11,25
26,2023-07-14 12:41:00,10.0,the title,every second,nothing,every month,,wednesday,morning,,limeaid,erica,2023-07-13,coping with grief and loss,20,12,2,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,0,0,0.0,0,the title every second nothing,5,,,,,0,5,12,26
27,2023-07-14 12:56:00,,loss of parents,i could not attend,,every two months,,"monday,,wednesday,,friday",afternoon,,limeaid,erica,2023-07-13,coping with grief and loss,21,13,2,False,False,False,False,True,False,False,1,0,1,0,1,0,0,1,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0,loss of parents i could not attend,7,,,,,0,5,13,27
28,2023-07-14 13:04:00,2.0,lost my best friend of 33 years on 7/4/23,,presenter needs to sit still,every month,,"all,days",lunch,,pm report,erica,2023-07-13,coping with grief and loss,22,14,2,False,True,False,False,False,False,False,1,1,1,1,1,1,1,0,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,lost my best friend of 33 years on 7/4/23  presenter needs to sit still,14,,,,,0,5,14,28
29,2023-07-14 13:09:00,10.0,self help,the entire session. it was very informative and interesting,it should be longer,every month,,"monday,,friday","lunch,,afternoon",,"wellfocused, limeaid",erica,2023-07-13,coping with grief and loss,23,15,2,False,True,False,False,False,False,False,1,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0.0,1,0,0,0.0,1,self help the entire session. it was very informative and interesting it should be longer,15,,,,,0,5,15,29
30,2023-07-14 13:44:00,8.0,recent tragedy in my life,gave a framework for understanding what i'm going through.,nothing needs to change,every two months,,"all,days","morning,,lunch",i don't have specific suggestions. thank you for hosting this session.,pm report,erica,2023-07-13,coping with grief and loss,24,16,2,False,False,False,False,True,False,False,1,1,1,1,1,1,1,0,0,1,1,0.0,0,0,0.0,0,0,1,0.0,0,recent tragedy in my life gave a framework for understanding what i'm going through. nothing needs to change i don't have specific suggestions. thank you for hosting this session.,29,,,,,0,5,16,30
31,2023-07-14 13:44:00,10.0,personal grief,reminder that other people are struggling with grief,,every two months,,thursday,afternoon,,pm report,erica,2023-07-13,coping with grief and loss,25,17,2,False,False,False,False,True,False,False,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,personal grief reminder that other people are struggling with grief,10,,,,,0,5,17,31
32,2023-07-14 15:14:00,10.0,event resonated with me,taught me about grief and what to expect,wouldn't change anything,every month,,friday,lunch,,pm report,erica,2023-07-13,coping with grief and loss,26,18,2,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,event resonated with me taught me about grief and what to expect wouldn't change anything,15,,,,,0,5,18,32
33,2023-07-14 15:14:00,10.0,i have had two very close deaths within the past 6 weeks,the facilitator provided additional information beyond the 5 stages of grief. also placed emphasis of processing grief to not last beyond a 12 month time period. the facilitator did note the time frame is different for everyone as to how long thy grieve...,someone does understand the pain of death and yet there is hope during our saddness.,every month,,wednesday,"morning,,lunch",how to effectively handle change? how to retain optimism in the current world we live in?,pm report,erica,2023-07-13,coping with grief and loss,27,19,2,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,1,0.0,0,i have had two very close deaths within the past 6 weeks the facilitator provided additional information beyond the 5 stages of grief. also placed emphasis of processing grief to not last beyond a 12 month time period. the facilitator did note the time frame is different for everyone as to how long thy grieve... someone does understand the pain of death and yet there is hope during our saddness. how to effectively handle change? how to retain optimism in the current world we live in?,86,,,,,0,5,19,33
34,2023-07-14 19:05:00,10.0,i have lost some dear ones in the recent past so wanted to see if i'm doing okay,just going through things and familiarity with the process,,every two months,,"thursday,,friday","afternoon,,evening",,wellfocused,erica,2023-07-13,coping with grief and loss,28,20,2,False,False,False,False,True,False,False,0,0,0,1,1,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0,0.0,1,i have lost some dear ones in the recent past so wanted to see if i'm doing okay just going through things and familiarity with the process,27,,,,,0,5,20,34
35,2023-07-17 06:43:00,5.0,interest,,,every two months,,"monday,,thursday",morning,,"wellfocused, limeaid",erica,2023-07-13,coping with grief and loss,29,21,2,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0.0,1,0,0,0.0,1,interest,1,,,,,0,5,21,35
36,2023-07-17 07:13:00,9.0,the topic,improved understanding of grief,,every two months,,"monday,,thursday",lunch,,limeaid,erica,2023-07-13,coping with grief and loss,30,22,2,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0.0,1,0,0,0.0,0,the topic improved understanding of grief,6,,,,,0,5,22,36
37,2023-07-17 08:08:00,10.0,my parents both passed in the last year. still struggling some days.,acceptance that it is ok to still be grieving.,"a little longer with more detail. most of what was shared was info i have read in articles. i was hoping to have more depth to reflect and look inward so i can find 'closure', or acceptance on some level.",every month,,"tuesday,,wednesday,,thursday","lunch,,afternoon",,pm report,erica,2023-07-13,coping with grief and loss,31,23,2,False,True,False,False,False,False,False,0,1,1,1,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0,1,0.0,0,"my parents both passed in the last year. still struggling some days. acceptance that it is ok to still be grieving. a little longer with more detail. most of what was shared was info i have read in articles. i was hoping to have more depth to reflect and look inward so i can find 'closure', or acceptance on some level.",61,,,,,0,5,23,37
38,2023-07-17 09:33:00,8.0,recent loss,symptom review,would like copy of slides,every three months,,monday,"morning,,lunch",,pm report,erica,2023-07-13,coping with grief and loss,32,24,2,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,1,0.0,0,recent loss symptom review would like copy of slides,9,,,,,0,5,24,38
39,2023-07-17 10:27:00,7.0,loss of my father,tips provided,,every six months,,wednesday,"morning,,lunch",,wellfocused,erica,2023-07-13,coping with grief and loss,33,25,2,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,0,0.0,1,loss of my father tips provided,6,,,,,0,5,25,39
40,2023-07-15 14:34:00,,,,,,,,,,,lily,2023-07-14,breaking bad habits,6,0,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,4.0,6.0,3.0,5.0,1,6,0,40
41,2023-07-15 15:20:00,,needed help with breaking a habit,to think differently,available to review and share with others,,,friday,"lunch,,afternoon",other self help techniques,"wellfocused, limeaid",lily,2023-07-14,breaking bad habits,7,1,3,,,,,,,,0,0,0,0,1,0,0,1,0,1,0,,0,0,,1,0,0,,1,needed help with breaking a habit to think differently available to review and share with others other self help techniques,20,4.0,7.0,4.0,5.0,1,6,1,41
42,2023-07-15 17:38:00,,anxiety,everything,nothing is great,,,,evening,,limeaid,lily,2023-07-14,breaking bad habits,8,2,3,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,0,0,,1,0,0,,0,anxiety everything nothing is great,5,3.0,7.0,3.0,4.0,1,6,2,42
43,2023-07-15 21:34:00,,curious about bad habits versus addiction,,,,,friday,morning,,pm report,lily,2023-07-14,breaking bad habits,9,3,3,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,,0,0,,0,0,1,,0,curious about bad habits versus addiction,6,3.0,5.0,3.0,5.0,1,6,3,43
44,2023-07-16 13:33:00,,a better me,applying to everyday life,,,,tuesday,morning,,"wellfocused, limeaid",lily,2023-07-14,breaking bad habits,10,4,3,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,,0,0,,1,0,0,,1,a better me applying to everyday life,7,4.0,4.0,4.0,5.0,1,6,4,44
45,2023-07-16 18:03:00,,,,,,,"monday,,friday",morning,,limeaid,lily,2023-07-14,breaking bad habits,11,5,3,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,,0,0,,1,0,0,,0,,0,3.0,4.0,3.0,4.0,1,6,5,45
46,2023-07-16 20:00:00,,i thoroughly enjoy dr. brown's sessions! she is so knowledgeable and uses research to back her recommendations for behavior change in a very actionable way.,"i found applicable tips/recommendations and lots of encouragement to make change slowly, one step at a time, and to be gentle with myself along the way.",,,,all,all,pregnancy and postpartum mood changes.,"pm report, wellfocused, limeaid",lily,2023-07-14,breaking bad habits,12,6,3,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,0,0,,1,0,1,,1,"i thoroughly enjoy dr. brown's sessions! she is so knowledgeable and uses research to back her recommendations for behavior change in a very actionable way. i found applicable tips/recommendations and lots of encouragement to make change slowly, one step at a time, and to be gentle with myself along the way.  pregnancy and postpartum mood changes.",56,4.0,5.0,3.0,5.0,1,6,6,46
47,2023-07-17 07:30:00,,,,,,,,afternoon,,limeaid,lily,2023-07-14,breaking bad habits,13,7,3,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,0,0,,1,0,0,,0,,0,3.0,5.0,2.0,3.0,1,6,7,47
48,2023-07-17 07:43:00,,to participate in wellfocused program.,to set smaller goals.,no recommendations.,,,friday,"morning,,lunch,,afternoon",any.,wellfocused,lily,2023-07-14,breaking bad habits,14,8,3,,,,,,,,0,0,0,0,1,0,0,1,0,1,1,,0,0,,0,0,0,,1,to participate in wellfocused program. to set smaller goals. no recommendations. any.,12,3.0,6.0,3.0,4.0,1,6,8,48
49,2023-07-17 07:45:00,,some habits i'm interested in breaking. and wellfocused points.,it was useful to provide an intellectual framework for changing bad habits.,"perhaps impractical, but perhaps gathereing info from attendees about what types of behaviors they would like to change and incorporate that a bit more directly in the talk.",,,monday,morning,,"wellfocused, limeaid",lily,2023-07-14,breaking bad habits,15,9,3,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,,0,0,,1,0,0,,1,"some habits i'm interested in breaking. and wellfocused points. it was useful to provide an intellectual framework for changing bad habits. perhaps impractical, but perhaps gathereing info from attendees about what types of behaviors they would like to change and incorporate that a bit more directly in the talk.",49,4.0,6.0,3.0,5.0,1,6,9,49
50,2023-07-17 08:11:00,,,,,,,all,"morning,,lunch",,limeaid,lily,2023-07-14,breaking bad habits,16,10,3,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,,0,0,,1,0,0,,0,,0,3.0,5.0,3.0,4.0,1,6,10,50
51,2023-07-17 08:15:00,,,,,,,thursday,afternoon,,"wellfocused, limeaid",lily,2023-07-14,breaking bad habits,17,11,3,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,,0,0,,1,0,0,,1,,0,4.0,7.0,4.0,5.0,1,6,11,51
52,2023-07-17 08:37:00,,,,,,,"tuesday,,friday","lunch,,afternoon",,limeaid,lily,2023-07-14,breaking bad habits,18,12,3,,,,,,,,0,1,0,0,1,0,0,1,0,1,0,,0,0,,1,0,0,,0,,0,3.0,5.0,3.0,4.0,1,6,12,52
53,2023-07-17 08:43:00,,i find dr. brown's lectures to be very informative and helpful.,,,,,"monday,,friday","lunch,,afternoon",how anxiety can impact your work performance and steps you can take to mitigate that (partly for larger projects),"wellfocused, limeaid",lily,2023-07-14,breaking bad habits,19,13,3,,,,,,,,1,0,0,0,1,0,0,1,0,1,0,,0,0,,1,0,0,,1,i find dr. brown's lectures to be very informative and helpful.   how anxiety can impact your work performance and steps you can take to mitigate that (partly for larger projects),30,4.0,6.0,3.0,5.0,1,6,13,53
54,2023-07-17 09:36:00,,i find dr. lily brown gives practical advice that i can easily apply and learn from in many aspects of mental health! she is excellent!!,connecting the habit to my values--that logical thought process,nothing-- very well done!,,,,,,"wellfocused, limeaid",lily,2023-07-14,breaking bad habits,20,14,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,,1,i find dr. lily brown gives practical advice that i can easily apply and learn from in many aspects of mental health! she is excellent!! connecting the habit to my values--that logical thought process nothing-- very well done!,38,4.0,7.0,4.0,5.0,1,6,14,54
55,2023-07-17 10:45:00,,,,,,,,,,,lily,2023-07-14,breaking bad habits,21,15,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,4.0,7.0,4.0,5.0,1,6,15,55
56,2023-07-17 11:01:00,,,,,,,,,,pm report,lily,2023-07-14,breaking bad habits,22,16,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,,0,,0,3.0,6.0,3.0,4.0,1,6,16,56
57,2023-07-17 13:28:00,,,,,,,,,,,lily,2023-07-14,breaking bad habits,23,17,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,4.0,7.0,4.0,5.0,1,6,17,57
58,2023-07-18 16:30:00,,,,,,,,,,,lily,2023-07-14,breaking bad habits,24,18,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,4.0,6.0,3.0,5.0,1,6,18,58
59,2023-07-19 13:05:00,10.0,very motivated,the examples on tips to combat the barriers i experience.,,every month,,"monday,,wednesday,,friday","morning,,lunch",open to learning more,"wellfocused, limeaid",erica,2023-07-17,strategies for stress reduction (part 1),34,0,3,False,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,1,1,0.0,0,0,0.0,1,0,0,0.0,1,very motivated the examples on tips to combat the barriers i experience.  open to learning more,16,,,,,0,7,0,59
60,2023-07-19 13:09:00,10.0,managing stress has always presented a challenge for me.,strategies that were presented are simple and easy to employ.,nothing. it was very helpful & informative.,every month,,"monday,,wednesday",lunch,"mindfulness, time management.","pm report, limeaid",erica,2023-07-17,strategies for stress reduction (part 1),35,1,3,False,True,False,False,False,False,False,1,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0.0,1,0,1,0.0,0,"managing stress has always presented a challenge for me. strategies that were presented are simple and easy to employ. nothing. it was very helpful & informative. mindfulness, time management.",29,,,,,0,7,1,60
61,2023-07-19 13:58:00,9.0,"the more strategies i have to combat stress, the better",group discussion,,every month,,"monday,,wednesday,,friday","morning,,lunch,,afternoon",,"pm report, wellfocused, limeaid",erica,2023-07-17,strategies for stress reduction (part 1),36,2,3,False,True,False,False,False,False,False,1,0,1,0,1,0,0,1,0,1,1,0.0,0,0,0.0,1,0,1,0.0,1,"the more strategies i have to combat stress, the better group discussion",12,,,,,0,7,2,61
62,2023-07-21 11:32:00,,it's relevant to my current needs.,"the validation, and honestly seeing i wasn't the only one who signed up for it.","nothing, for a 30-minute session it covered a lot and gave good tips.",,,friday,"lunch,,afternoon",,pm report,lily,2023-07-20,building a social network,25,0,4,,,,,,,,0,0,0,0,1,0,0,1,0,1,0,,0,0,,0,0,1,,0,"it's relevant to my current needs. the validation, and honestly seeing i wasn't the only one who signed up for it. nothing, for a 30-minute session it covered a lot and gave good tips.",34,3.0,5.0,3.0,4.0,1,8,0,62
63,2023-07-21 11:32:00,,,,,,,"monday,,wednesday","morning,,lunch,,afternoon",,"pm report, wellfocused",lily,2023-07-20,building a social network,26,1,4,,,,,,,,1,0,1,0,0,0,0,1,0,1,1,,0,0,,0,0,1,,1,,0,3.0,6.0,3.0,4.0,1,8,1,63
64,2023-07-21 11:33:00,,,,,,,"thursday,,friday","morning,,lunch",,other,lily,2023-07-20,building a social network,27,2,4,,,,,,,,0,0,0,1,1,0,0,0,0,1,1,,0,0,,0,1,0,,0,,0,4.0,7.0,4.0,5.0,1,8,2,64
65,2023-07-21 11:33:00,,timely,very specific actions proposed,,,,"tuesday,,wednesday,,thursday",lunch,,pm report,lily,2023-07-20,building a social network,28,3,4,,,,,,,,0,1,1,1,0,0,0,0,0,1,0,,0,0,,0,0,1,,0,timely very specific actions proposed,5,3.0,6.0,3.0,4.0,1,8,3,65
66,2023-07-21 11:34:00,,just to learn knowledge,,,,,"monday,,tuesday,,wednesday,,thursday",lunch,,wellfocused,lily,2023-07-20,building a social network,29,4,4,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,,0,0,,0,0,0,,1,just to learn knowledge,4,3.0,4.0,3.0,3.0,1,8,4,66
67,2023-07-21 11:37:00,,,,i would send a survey with the name of the session attended. in this case i attended the building a social network course.,,,,,,,lily,2023-07-20,building a social network,30,5,4,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,i would send a survey with the name of the session attended. in this case i attended the building a social network course.,23,3.0,4.0,2.0,3.0,1,8,5,67
68,2023-07-21 11:38:00,,lack of options,nice that it was offered at all,more in depth ; more realistic options,,,"monday,,wednesday,,friday","lunch,,evening",finding a therapist when they're all booked,pm report,lily,2023-07-20,building a social network,31,6,4,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,,0,0,,0,0,1,,0,lack of options nice that it was offered at all more in depth ; more realistic options finding a therapist when they're all booked,24,2.0,5.0,2.0,2.0,1,8,6,68
